dis.Name,RWR,Deepwalk,Node2Vec,LINE,HOPE,Laplacian
DOID:0060255,0.994133333,0.963555556,0.912088889,0.739111111,0.914333333,0.8296
DOID:0060256,0.9425,0.960625,0.945625,0.67125,0.981875,0.889375
DOID:0060258,0.9475,0.963125,0.951875,0.6559375,0.981875,0.888125
DOID:0060263,0.6356,0.544,0.69,0.7636,0.818,0.9184
DOID:0060264,0.647222222,0.624583333,0.665555556,0.587222222,0.57625,0.790833333
DOID:0060265,0.7825,0.7375,0.8425,0.87,0.735,0.8825
DOID:0060266,0.7875,0.765,0.8,0.8325,0.78,0.8725
DOID:0060270,0.94,0.970408163,0.983061224,0.68255102,0.76622449,0.567653061
DOID:0060276,0.919081633,0.894285714,0.917244898,0.745714286,0.805714286,0.617142857
DOID:0060277,0.856734694,0.885612245,0.903367347,0.701632653,0.72244898,0.635612245
DOID:0060278,0.935833333,0.958055556,0.960833333,0.769166667,0.846111111,0.631666667
DOID:0060287,0.808888889,0.966666667,0.837222222,0.684444444,0.935555556,0.688888889
DOID:0060295,0.9904,0.9813,0.9898,0.82765,0.9693,0.76095
DOID:0060297,0.9905,0.98405,0.99185,0.8331,0.96785,0.7546
DOID:0060298,0.99214876,0.986694215,0.991239669,0.830826446,0.960991736,0.789297521
DOID:0060299,0.991,0.9833,0.98905,0.82945,0.96375,0.7576
DOID:0060300,0.9916,0.98155,0.9882,0.81555,0.9592,0.76005
DOID:0060301,0.993719008,0.989173554,0.994421488,0.824752066,0.965702479,0.889132231
DOID:0060302,0.991735537,0.989338843,0.995661157,0.834834711,0.969669421,0.773347107
DOID:0060303,0.9926,0.98475,0.99015,0.82105,0.9678,0.76405
DOID:0060306,1,1,0.998888889,0.913333333,0.998888889,0.643333333
DOID:0060308,0.659958678,0.828760331,0.603884298,0.549008264,0.713884298,0.724214876
DOID:0060316,0.680082645,0.671487603,0.551487603,0.597727273,0.701735537,0.683553719
DOID:0060318,0.859859521,0.861009365,0.679620187,0.538668054,0.845301769,0.724734651
DOID:0060319,0.7475,0.7775,0.84,0.8075,0.77,0.9025
DOID:0060326,0.760381944,0.701423611,0.553368056,0.566909722,0.676701389,0.765659722
DOID:0060334,0.858132716,0.896712963,0.884660494,0.600570988,0.837731481,0.817083333
DOID:0060359,0.6063,0.7487,0.5683,0.6082,0.63195,0.64275
DOID:0060364,0.720277778,0.861527778,0.841944444,0.619166667,0.636111111,0.6525
DOID:0060380,0.60485,0.76185,0.59525,0.5869,0.63505,0.6147
DOID:0060410,0.931111111,0.707777778,0.631111111,0.661111111,0.917777778,0.75
DOID:0060457,0.68,0.695,0.697777778,0.623888889,0.711111111,0.743333333
DOID:0060467,0.76625,0.735625,0.86625,0.75125,0.765,0.654375
DOID:0060468,0.7721875,0.7753125,0.705625,0.590234375,0.80921875,0.944375
DOID:0060469,0.699387755,0.782040816,0.706734694,0.570408163,0.776326531,0.664081633
DOID:0060474,0.90125,0.780277778,0.827083333,0.636527778,0.974166667,0.656111111
DOID:0060476,0.803671875,0.76453125,0.74640625,0.59453125,0.648984375,0.77078125
DOID:0060480,0.7757,0.8253,0.8069,0.6239,0.8448,0.88035
DOID:0060491,0.627421875,0.643515625,0.59796875,0.573359375,0.6025,0.778828125
DOID:0060536,0.659380165,0.814628099,0.776322314,0.65053719,0.795950413,0.777272727
DOID:0060538,0.9984,0.9992,0.9976,0.8256,0.9968,0.6404
DOID:0060578,0.823588797,0.805163127,0.667491536,0.549162819,0.790561711,0.630846414
DOID:0060580,0.833970248,0.814363636,0.681857851,0.554586777,0.798558678,0.633720661
DOID:0060581,0.837166942,0.814654545,0.682857851,0.552295868,0.798180165,0.627879339
DOID:0060582,0.835790083,0.814183471,0.682760331,0.561945455,0.798152066,0.636990083
DOID:0060583,0.836490909,0.814723967,0.679590083,0.563069421,0.796872727,0.62947438
DOID:0060584,0.836585124,0.814307438,0.680884298,0.558935537,0.799791736,0.633695868
DOID:0060585,0.835123967,0.809659504,0.68033719,0.556257851,0.800338843,0.633722314
DOID:0060586,0.834028099,0.817909091,0.684239669,0.561761983,0.797631405,0.634700826
DOID:0060587,0.838671074,0.814467769,0.685545455,0.566403306,0.801041322,0.635228099
DOID:0060588,0.839687603,0.814385124,0.682730579,0.562034711,0.797175207,0.624606612
DOID:0060597,0.7973,0.8442,0.7623,0.57775,0.8637,0.69495
DOID:0060608,0.83751405,0.815899174,0.682690909,0.559547107,0.797557025,0.629765289
DOID:0060609,0.835457851,0.816940496,0.689439669,0.564847934,0.797580165,0.627219835
DOID:0060610,0.740625,0.98625,0.93125,0.7015625,0.7375,0.71625
DOID:0060639,0.9428,0.8428,0.9152,0.7148,0.8568,0.9626
DOID:0060643,0.685816327,0.724591837,0.672653061,0.568367347,0.713469388,0.797959184
DOID:0060652,0.898611111,0.854444444,0.883888889,0.609166667,0.958611111,0.612777778
DOID:0060655,0.713333333,0.657777778,0.69,0.735555556,0.848888889,0.905555556
DOID:0060656,0.714444444,0.633333333,0.695555556,0.697777778,0.85,0.923333333
DOID:0060672,0.739444444,0.645138889,0.573194444,0.650972222,0.57,0.651111111
DOID:0060673,0.822222222,0.968888889,0.844444444,0.703333333,0.932222222,0.677777778
DOID:0060674,0.976944444,0.907326389,0.913020833,0.576840278,0.940208333,0.738715278
DOID:0060675,0.977777778,0.910243056,0.916458333,0.5853125,0.945798611,0.733263889
DOID:0060676,0.984305556,0.953611111,0.885277778,0.605138889,0.911666667,0.569722222
DOID:0060677,0.986944444,0.95625,0.882777778,0.607222222,0.907222222,0.573055556
DOID:0060678,0.989795918,0.960612245,0.933877551,0.602857143,0.943877551,0.628979592
DOID:0060679,0.993163265,0.971836735,0.926938776,0.593673469,0.876530612,0.777142857
DOID:0060681,0.81625,0.96625,0.960625,0.593125,0.970625,0.7225
DOID:0060690,0.885,0.81,0.9825,0.7525,0.8375,0.7725
DOID:0060691,0.936,0.9284,0.7616,0.628,0.8872,0.724
DOID:0060695,0.76625,0.96,0.96,0.98375,0.7875,0.855
DOID:0060696,0.7675,0.965,0.9575,0.97,0.825,0.8875
DOID:0060697,0.74,0.9575,0.9475,0.995,0.8,0.855
DOID:0060698,0.7675,0.9725,0.95,0.995,0.8125,0.875
DOID:0060707,0.91375,0.7053125,0.90625,0.73125,0.756875,0.605
DOID:0060708,0.850625,0.62875,0.805,0.633125,0.7375,0.6375
DOID:0060710,0.701111111,0.654444444,0.687777778,0.692222222,0.803333333,0.901111111
DOID:0060711,0.692222222,0.683333333,0.682222222,0.698888889,0.831111111,0.905555556
DOID:0060712,0.737777778,0.656666667,0.651111111,0.686666667,0.803333333,0.91
DOID:0060714,0.708888889,0.668888889,0.687777778,0.732222222,0.831111111,0.94
DOID:0060715,0.688888889,0.674444444,0.688888889,0.724444444,0.851111111,0.901111111
DOID:0060716,0.714444444,0.642222222,0.685555556,0.707777778,0.792222222,0.9
DOID:0060717,0.694444444,0.666666667,0.682222222,0.703333333,0.827777778,0.922222222
DOID:0060718,0.705555556,0.655555556,0.666666667,0.725555556,0.843333333,0.911111111
DOID:0060719,0.715,0.688888889,0.692222222,0.724444444,0.825555556,0.923333333
DOID:0060730,0.685,0.88,0.7675,0.8475,0.9625,0.92375
DOID:0060731,0.91,0.8224,0.7726,0.5808,0.8872,0.6432
DOID:0060735,0.99375,0.998125,0.998125,0.98,0.99375,0.805
DOID:0060736,0.996875,0.99875,0.998125,0.96875,0.995,0.804375
DOID:0060738,0.998055556,0.995,0.899722222,0.668888889,0.964722222,0.69
DOID:0060745,0.846111111,0.842777778,0.798611111,0.731666667,0.903333333,0.597777778
DOID:0060746,0.794081633,0.741020408,0.732142857,0.708571429,0.799183673,0.739795918
DOID:0060766,1,0.9875,0.95875,0.679375,0.98,0.876875
DOID:0060807,0.947653061,0.96755102,0.969081633,0.694081633,0.834285714,0.594795918
DOID:0060831,0.7284,0.5758,0.7292,0.7028,0.6004,0.7594
DOID:0060854,0.903673469,0.776122449,0.746938776,0.729795918,0.659795918,0.857959184
DOID:0060855,0.906938776,0.775918367,0.751632653,0.728367347,0.660816327,0.867857143
DOID:0060857,0.791111111,0.904375,0.865555556,0.576840278,0.894861111,0.738020833
DOID:0060861,0.759074074,0.731481481,0.617839506,0.577160494,0.806296296,0.864444444
DOID:0060862,0.738367347,0.818571429,0.82244898,0.587857143,0.917346939,0.898367347
DOID:0060863,0.792755102,0.861428571,0.853877551,0.768469388,0.760204082,0.637244898
DOID:0060868,0.878055556,0.987638889,0.991527778,0.832638889,0.864722222,0.777222222
DOID:0060870,0.905739796,0.921077806,0.855178571,0.534317602,0.823380102,0.7609375
DOID:0060872,0.903353909,0.916138546,0.864725652,0.529170096,0.828765432,0.752997257
DOID:0060873,0.869360042,0.87351717,0.80487513,0.532549428,0.815338189,0.725993757
DOID:0060874,0.905510204,0.916906888,0.860280612,0.534700255,0.82973852,0.766505102
DOID:0060875,0.885644719,0.887805213,0.820699588,0.548902606,0.787510288,0.752544582
DOID:0060891,0.829743304,0.79196588,0.693647959,0.59433514,0.797466518,0.760199298
DOID:0060892,0.678055556,0.735,0.637222222,0.590138889,0.779305556,0.698055556
DOID:0060895,0.825861157,0.776061157,0.69697686,0.589115702,0.794406612,0.752094215
DOID:0060896,0.827350413,0.774585124,0.691041322,0.59174876,0.796365289,0.747109091
DOID:0060903,0.97864,0.955736,0.930704,0.779064,0.91464,0.927888
DOID:0070025,0.8668,0.9892,0.9578,0.6456,0.9644,0.5392
DOID:0070042,0.9827,0.986,0.9953,0.7042,0.9789,0.9525
DOID:0070115,0.566111111,0.829166667,0.889444444,0.550277778,0.661666667,0.592777778
DOID:0070116,0.5304,0.754,0.8984,0.6078,0.8244,0.593
DOID:0070117,0.566875,0.87,0.88375,0.57625,0.883125,0.554375
DOID:0070118,0.5675,0.85875,0.88875,0.575,0.8975,0.5815625
DOID:0070119,0.55625,0.864375,0.8925,0.583125,0.9184375,0.5403125
DOID:0070120,0.553125,0.865625,0.89875,0.565,0.914375,0.57625
DOID:0070122,0.5664,0.7086,0.8464,0.587,0.9088,0.5488
DOID:0070123,0.827326389,0.848159722,0.894375,0.538055556,0.860972222,0.876319444
DOID:0070124,0.852222222,0.899644444,0.889755556,0.530822222,0.844288889,0.839155556
DOID:0070125,0.83375,0.8571875,0.8940625,0.536076389,0.863472222,0.878958333
DOID:0070126,0.831875,0.858541667,0.887395833,0.535069444,0.863472222,0.871770833
DOID:0070127,0.837013889,0.852569444,0.884409722,0.546631944,0.860555556,0.875069444
DOID:0070128,0.840443787,0.881242604,0.895295858,0.544556213,0.861449704,0.865325444
DOID:0070129,0.701530612,0.902857143,0.834081633,0.633163265,0.818367347,0.969795918
DOID:0070130,0.802777778,0.906388889,0.848055556,0.6775,0.954444444,0.9325
DOID:0070131,0.798194444,0.911666667,0.845555556,0.664166667,0.953611111,0.928333333
DOID:0070132,0.810833333,0.909166667,0.853611111,0.670555556,0.959166667,0.925833333
DOID:0070133,0.809166667,0.92125,0.847222222,0.678888889,0.955833333,0.930555556
DOID:0070134,0.717857143,0.897653061,0.867346939,0.605714286,0.84,0.942244898
DOID:0070135,0.808611111,0.906388889,0.842222222,0.660555556,0.960555556,0.932222222
DOID:0070136,0.803333333,0.905,0.839444444,0.681388889,0.953472222,0.936388889
DOID:0070137,0.812222222,0.915,0.857777778,0.658888889,0.961111111,0.9275
DOID:0070138,0.805,0.901666667,0.840833333,0.663888889,0.950833333,0.926111111
DOID:0070140,0.750102041,0.858877551,0.695408163,0.680714286,0.828673469,0.97377551
DOID:0070141,0.59308642,0.859382716,0.769012346,0.594938272,0.714259259,0.90691358
DOID:0070142,0.806388889,0.914861111,0.866388889,0.669722222,0.960694444,0.924722222
DOID:0070145,0.84125,0.8825,0.8303125,0.60625,0.751875,0.64125
DOID:0070152,0.995555556,0.975,0.944444444,0.725555556,0.890555556,0.677777778
DOID:0070161,0.851955556,0.824911111,0.6398,0.567777778,0.743577778,0.842822222
DOID:0070162,0.996734694,0.945714286,0.83122449,0.601836735,0.857959184,0.631632653
DOID:0070186,0.69875,0.790625,0.76375,0.67625,0.773125,0.685
DOID:0070202,0.97,0.8525,0.9275,0.78,0.9375,0.7725
DOID:0070207,0.9625,0.87,0.9425,0.78,0.935,0.755
DOID:0070210,0.734375,0.76125,0.800625,0.589375,0.715,0.5675
DOID:0070212,0.725,0.766875,0.768125,0.595625,0.68625,0.558125
DOID:0070227,0.887222222,0.709444444,0.717222222,0.615277778,0.881666667,0.778888889
DOID:0070235,1,1,1,1,1,0.648888889
DOID:0070246,0.776666667,0.701111111,0.795555556,0.751666667,0.782222222,0.866666667
DOID:0070247,0.955761773,0.957562327,0.900831025,0.683130194,0.855858726,0.761052632
DOID:0070271,1,0.9975,0.9775,0.8,1,0.79
DOID:0070296,0.708801653,0.814338843,0.664586777,0.556694215,0.646694215,0.749628099
DOID:0070309,0.7702,0.639,0.6308,0.658,0.616,0.5724
DOID:0070328,1,0.963333333,0.85,0.673333333,0.991111111,0.647777778
DOID:0080001,0.968,0.8336,0.7012,0.6936,0.8176,0.6456
DOID:0080016,0.6637,0.63955,0.5848,0.5646,0.6725,0.7514
DOID:0080046,0.996875,0.99375,0.99875,0.7403125,0.96625,0.750625
DOID:0080089,0.835,0.73,0.9275,0.7575,0.715,0.955
DOID:0080092,0.993777778,0.959422222,0.887355556,0.734422222,0.892266667,0.800066667
DOID:0080094,0.994488889,0.9646,0.917266667,0.768,0.907244444,0.7876
DOID:0080102,0.874285714,0.911428571,0.856530612,0.818061224,0.797040816,0.678979592
DOID:0080110,0.981111111,0.987222222,0.92,0.6575,0.762777778,0.849444444
DOID:0080141,0.8708,0.7484,0.6888,0.7118,0.8968,0.6124
DOID:0080144,0.831410035,0.850782872,0.732141003,0.605566609,0.826262976,0.671254325
DOID:0080147,0.879665533,0.858475057,0.787420635,0.634946145,0.848721655,0.733886054
DOID:0080156,0.714375,0.86875,0.8609375,0.7925,0.58875,0.7959375
DOID:0080188,0.9158,0.912,0.8656,0.6182,0.7632,0.7896
DOID:0080190,0.992222222,0.987777778,0.974444444,0.724444444,0.972222222,0.813888889
DOID:0080199,0.819219539,0.739548037,0.586709424,0.539428518,0.681888989,0.630741793
DOID:0080200,0.85375,0.8125,0.7475,0.7375,0.8775,0.8775
DOID:0080202,0.898296399,0.831689751,0.683268698,0.546703601,0.83099723,0.724182825
DOID:0080205,0.780204082,0.651530612,0.656530612,0.627755102,0.711530612,0.65377551
DOID:0080212,0.760078125,0.88359375,0.72734375,0.567109375,0.710390625,0.82859375
DOID:0080221,0.692734375,0.80328125,0.584785156,0.539550781,0.665761719,0.6040625
DOID:0080223,0.984444444,0.997777778,0.996666667,0.595555556,0.995555556,0.82
DOID:0080301,0.990246914,0.99654321,0.983641975,0.722037037,0.979876543,0.733024691
DOID:0080307,0.824722222,0.876944444,0.6425,0.772222222,0.854444444,0.563333333
DOID:0080326,0.864893878,0.786073469,0.779277551,0.548816327,0.813571429,0.771416327
DOID:0080332,0.792777778,0.674166667,0.755,0.5875,0.784444444,0.778888889
DOID:0080333,0.789166667,0.695694444,0.758611111,0.595694444,0.776527778,0.765555556
DOID:0080334,0.7502,0.7596,0.7748,0.6312,0.73,0.694
DOID:0080348,0.862389197,0.830254501,0.716887985,0.591481994,0.824223511,0.742450658
DOID:0080350,0.743888889,0.893888889,0.901666667,0.698055556,0.889722222,0.553194444
DOID:0080351,0.869375,0.80734375,0.6309375,0.6115625,0.79484375,0.8234375
DOID:0080362,0.6788,0.8516,0.8004,0.5528,0.6884,0.7224
DOID:0080379,0.982777778,0.731805556,0.700277778,0.603472222,0.520694444,0.776388889
DOID:0080409,0.769917355,0.68822314,0.562231405,0.558181818,0.648016529,0.689834711
DOID:0080422,1,0.98,0.8648,0.6332,0.988,0.9872
DOID:0080468,0.84,0.8075,0.9275,0.7375,0.825,0.765
DOID:0080476,0.978933333,0.982955556,0.983222222,0.819511111,0.906266667,0.921466667
DOID:0080493,0.7756,0.7824,0.7044,0.6976,0.791,0.5558
DOID:0080505,0.868888889,0.879444444,0.8975,0.620972222,0.913888889,0.600555556
DOID:0080512,1,1,1,0.866666667,1,0.636666667
DOID:0080531,0.97,0.882222222,0.842777778,0.861111111,0.923333333,0.695555556
DOID:0080548,0.9952,0.9428,0.9491,0.7833,0.96925,0.76245
DOID:0090001,0.61,0.75985,0.5847,0.58725,0.6352,0.64575
DOID:0090003,0.793163265,0.781173469,0.604795918,0.555739796,0.778571429,0.777755102
DOID:0090005,0.765,0.855,0.72,0.8225,0.7775,0.9575
DOID:0090015,0.776,0.7164,0.5988,0.5708,0.7836,0.7772
DOID:0090017,0.994375,0.9975,0.9975,0.97875,0.995,0.804375
DOID:0090020,0.86,0.9625,0.9725,0.74,0.9225,0.9875
DOID:0090021,0.83,0.97,0.97,0.735,0.9225,0.9825
DOID:0090022,0.85875,0.99,0.9825,0.7325,0.9475,0.98
DOID:0090023,0.8725,0.98,0.965,0.71,0.9325,0.9925
DOID:0090024,0.769012346,0.795,0.747283951,0.618148148,0.820123457,0.842962963
DOID:0090025,0.845555556,0.971111111,0.921111111,0.748888889,0.693333333,0.642222222
DOID:0090026,0.8475,0.97,0.98,0.735,0.96,1
DOID:0090027,0.8625,0.99,0.975,0.7175,0.965,0.985
DOID:0090034,0.779,0.7848,0.6912,0.7752,0.7352,0.648
DOID:0090037,0.73,0.885,0.8125,0.8825,0.9725,0.8975
DOID:0090038,0.732222222,0.884444444,0.849444444,0.595555556,0.754444444,0.898888889
DOID:0090039,0.7025,0.84,0.81,0.83,0.9525,0.88
DOID:0090041,0.7475,0.885,0.805,0.8275,0.9475,0.8975
DOID:0090042,0.6875,0.8575,0.805,0.8325,0.96125,0.8725
DOID:0090043,0.8628,0.8032,0.7288,0.5976,0.7204,0.5632
DOID:0090046,0.6825,0.885,0.8225,0.8525,0.97,0.8875
