dis.Name,RWR,Deepwalk,Node2Vec,LINE,HOPE,Laplacian
DOID:0090048,0.738888889,0.668333333,0.755555556,0.662222222,0.91,0.641111111
DOID:0090050,0.683333333,0.757777778,0.792222222,0.641111111,0.712222222,0.912222222
DOID:0090055,0.685,0.9225,0.795,0.8825,0.9575,0.8825
DOID:0090056,0.703333333,0.945555556,0.652222222,0.706666667,0.778888889,0.842222222
DOID:0090057,0.695555556,0.904444444,0.682777778,0.697777778,0.700555556,0.926666667
DOID:0090058,0.745,0.8675,0.7975,0.8375,0.98,0.8875
DOID:0090070,0.884940828,0.904741124,0.848668639,0.542936391,0.819289941,0.760421598
DOID:0090071,0.885207101,0.908772189,0.855066568,0.538594675,0.816701183,0.758957101
DOID:0090072,0.885073964,0.90785503,0.851494083,0.538424556,0.807189349,0.74987426
DOID:0090073,0.886760355,0.905147929,0.845857988,0.538616864,0.816368343,0.754504438
DOID:0090074,0.885946746,0.909134615,0.847078402,0.539482249,0.82408284,0.757744083
DOID:0090076,0.888388203,0.910925926,0.855685871,0.536310014,0.81909465,0.752208505
DOID:0090077,0.886235207,0.901701183,0.847692308,0.541346154,0.809815089,0.757071006
DOID:0090078,0.867205707,0.880618312,0.848234245,0.550766944,0.797378121,0.72754459
DOID:0090079,0.864458162,0.869890261,0.82941701,0.538600823,0.79829904,0.754279835
DOID:0090080,0.885828402,0.910880178,0.847943787,0.532803254,0.811612426,0.758239645
DOID:0090081,0.885613905,0.90693787,0.845702663,0.524585799,0.813106509,0.762758876
DOID:0090082,0.885775034,0.906165981,0.85914952,0.537880658,0.815925926,0.748305898
DOID:0090083,0.884445266,0.90466716,0.849652367,0.538528107,0.808247041,0.755266272
DOID:0090084,0.884127219,0.906752959,0.843446746,0.532544379,0.808971893,0.753143491
DOID:0090085,0.885051775,0.910776627,0.850798817,0.536131657,0.814090237,0.766723373
DOID:0090086,0.884149408,0.90362426,0.851183432,0.522152367,0.808661243,0.763387574
DOID:0090087,0.884363905,0.909800296,0.84987426,0.535761834,0.807670118,0.75933432
DOID:0090089,0.886213018,0.907056213,0.850525148,0.530517751,0.816397929,0.759889053
DOID:0090090,0.8781893,0.895500686,0.832366255,0.539039781,0.794609053,0.733628258
DOID:0090092,0.887662722,0.903831361,0.844075444,0.529593195,0.811139053,0.767204142
DOID:0090093,0.889019204,0.90733882,0.860192044,0.533683128,0.82090535,0.748079561
DOID:0090094,0.885909763,0.903372781,0.846767751,0.534223373,0.812899408,0.755946746
DOID:0090102,0.820277778,0.8975,0.651111111,0.586944444,0.860416667,0.748333333
DOID:0090103,0.6568,0.6315,0.55835,0.552,0.7251,0.6566
DOID:0090104,0.5813,0.61815,0.5781,0.5523,0.7046,0.64925
DOID:0090119,0.7908,0.6632,0.8472,0.674,0.8772,0.648
DOID:0090122,0.6342,0.912,0.83,0.659,0.7994,0.6498
DOID:0090130,0.921805556,0.974722222,0.962222222,0.775,0.868333333,0.606666667
DOID:0090132,0.936388889,0.949444444,0.955277778,0.760277778,0.826111111,0.619305556
DOID:0090137,0.912755102,0.868163265,0.907755102,0.708061224,0.811020408,0.568061224
DOID:0110005,0.8476,0.8936,0.8676,0.8164,0.8808,0.7892
DOID:0110016,0.733888889,0.83375,0.883888889,0.7475,0.693333333,0.7475
DOID:0110032,1,1,1,1,1,1
DOID:0110033,0.996666667,1,0.998888889,0.811111111,1,1
DOID:0110034,0.955,0.76875,0.828125,0.8375,0.924375,0.76875
DOID:0110035,0.863765582,0.830459661,0.714600935,0.591291551,0.819852839,0.741669841
DOID:0110037,0.861331371,0.826178151,0.709915166,0.584993075,0.813484245,0.741559037
DOID:0110038,0.861955506,0.831187673,0.716708795,0.587801247,0.818642659,0.741041378
DOID:0110039,0.862103532,0.829977493,0.71636946,0.58017919,0.821160838,0.74013331
DOID:0110041,0.86144304,0.831481994,0.718901489,0.591024931,0.819306614,0.744856302
DOID:0110043,0.860679536,0.828449619,0.716506233,0.590189578,0.816169494,0.741879328
DOID:0110044,0.862237708,0.829660665,0.711401489,0.588292071,0.824738573,0.745439751
DOID:0110045,0.865204294,0.83003376,0.714541205,0.575841413,0.826321849,0.746986669
DOID:0110046,0.863533587,0.828299861,0.713488573,0.586391101,0.821021468,0.740708102
DOID:0110047,0.860913262,0.83063885,0.714445118,0.588784626,0.821101108,0.742937154
DOID:0110048,0.865317694,0.83159626,0.715866517,0.588182999,0.82284626,0.736929536
DOID:0110052,0.597638889,0.635555556,0.781111111,0.690555556,0.764722222,0.601388889
DOID:0110053,0.567959184,0.64,0.75255102,0.755816327,0.844693878,0.59
DOID:0110054,0.559387755,0.693673469,0.796632653,0.639693878,0.837346939,0.576326531
DOID:0110055,0.597916667,0.639722222,0.798611111,0.689305556,0.769583333,0.578194444
DOID:0110056,0.601527778,0.626666667,0.785416667,0.662638889,0.763888889,0.584305556
DOID:0110057,0.548979592,0.650612245,0.787755102,0.653571429,0.813061224,0.56877551
DOID:0110058,0.58375,0.620555556,0.791666667,0.674166667,0.7825,0.585833333
DOID:0110059,0.585,0.634444444,0.770972222,0.676666667,0.760277778,0.596805556
DOID:0110060,0.592777778,0.622083333,0.758055556,0.681111111,0.752777778,0.598333333
DOID:0110061,0.607222222,0.629166667,0.775833333,0.681666667,0.768194444,0.583611111
DOID:0110062,0.588888889,0.635277778,0.773611111,0.686666667,0.772083333,0.584583333
DOID:0110063,0.587777778,0.630833333,0.750972222,0.709722222,0.758611111,0.602777778
DOID:0110064,0.552244898,0.614285714,0.808367347,0.600714286,0.830408163,0.566632653
DOID:0110065,0.589166667,0.610694444,0.794166667,0.694722222,0.768472222,0.598194444
DOID:0110066,0.589166667,0.614166667,0.768888889,0.674305556,0.753611111,0.598055556
DOID:0110078,0.789444444,0.841944444,0.873611111,0.776666667,0.959722222,0.671388889
DOID:0110079,0.8524,0.8928,0.872,0.8212,0.8728,0.796
DOID:0110080,0.846,0.8952,0.8752,0.8008,0.8756,0.8034
DOID:0110085,0.8521875,0.661875,0.91625,0.6828125,0.6728125,0.803125
DOID:0110087,0.751111111,0.731111111,0.777222222,0.605555556,0.71,0.741111111
DOID:0110092,0.524375,0.7021875,0.700625,0.643125,0.619375,0.599375
DOID:0110096,0.94,0.945972222,0.948055556,0.751388889,0.848055556,0.61625
DOID:0110106,0.961111111,0.848888889,0.713333333,0.685555556,0.752222222,0.719444444
DOID:0110107,0.96,0.845555556,0.7,0.681111111,0.73,0.725555556
DOID:0110108,0.967222222,0.838888889,0.714444444,0.659444444,0.745555556,0.753333333
DOID:0110109,0.961111111,0.857777778,0.708888889,0.678888889,0.736666667,0.696666667
DOID:0110110,0.929375,0.8209375,0.510625,0.6246875,0.8125,0.794375
DOID:0110111,0.7928125,0.771875,0.734375,0.625625,0.825625,0.721875
DOID:0110112,0.967777778,0.845555556,0.707777778,0.688888889,0.742222222,0.723333333
DOID:0110113,0.95875,0.81375,0.788125,0.656875,0.86125,0.83125
DOID:0110114,0.97125,0.929375,0.819375,0.64875,0.7875,0.708125
DOID:0110115,0.874375,0.82625,0.87875,0.63125,0.7653125,0.6525
DOID:0110116,0.915204082,0.769183673,0.830816327,0.665612245,0.875306122,0.588979592
DOID:0110118,0.8524,0.8936,0.8688,0.8206,0.8836,0.7914
DOID:0110119,0.8771875,0.795,0.823125,0.6575,0.781875,0.659375
DOID:0110123,0.6631,0.7859,0.85735,0.5601,0.77905,0.665
DOID:0110124,0.6851,0.7776,0.85815,0.5565,0.7713,0.66665
DOID:0110125,0.67935,0.7718,0.8601,0.5538,0.7788,0.66785
DOID:0110126,0.6749,0.7755,0.862,0.55635,0.78165,0.64185
DOID:0110127,0.6836,0.78145,0.85635,0.5506,0.78925,0.664
DOID:0110128,0.6757,0.7762,0.8534,0.5521,0.78345,0.68235
DOID:0110129,0.6744,0.77205,0.8557,0.5533,0.789,0.6673
DOID:0110130,0.68875,0.7656,0.8445,0.5647,0.7769,0.66785
DOID:0110131,0.6823,0.7724,0.8503,0.56255,0.7824,0.66065
DOID:0110132,0.6806,0.7816,0.857,0.55885,0.78545,0.6547
DOID:0110133,0.736363636,0.793966942,0.860330579,0.558057851,0.825041322,0.620041322
DOID:0110134,0.6869,0.77605,0.8614,0.55175,0.7929,0.64785
DOID:0110135,0.67505,0.778,0.85395,0.5596,0.7785,0.639
DOID:0110136,0.6796,0.7765,0.85795,0.5587,0.7879,0.65725
DOID:0110137,0.6724,0.7743,0.8546,0.56585,0.77265,0.64615
DOID:0110138,0.6936,0.7729,0.8522,0.55495,0.78685,0.6531
DOID:0110139,0.6807,0.7743,0.8584,0.55115,0.78455,0.6718
DOID:0110140,0.68595,0.7701,0.8463,0.5657,0.7869,0.66305
DOID:0110141,0.6807,0.7853,0.8657,0.5531,0.7978,0.6755
DOID:0110148,0.845118343,0.767130178,0.653076923,0.535502959,0.815828402,0.825295858
DOID:0110149,0.836989796,0.764693878,0.645918367,0.553214286,0.826096939,0.76505102
DOID:0110150,0.826360947,0.756301775,0.657840237,0.546656805,0.804792899,0.831449704
DOID:0110151,0.842576531,0.815790816,0.660688776,0.551581633,0.816989796,0.863571429
DOID:0110152,0.827662722,0.748579882,0.645207101,0.549940828,0.817100592,0.831153846
DOID:0110153,0.834230769,0.765295858,0.641065089,0.555295858,0.811745562,0.831360947
DOID:0110154,0.840769231,0.764378698,0.654319527,0.545236686,0.812514793,0.831449704
DOID:0110155,0.838076923,0.765976331,0.65612426,0.550591716,0.807248521,0.834378698
DOID:0110156,0.830532544,0.753195266,0.650828402,0.549142012,0.816715976,0.819171598
DOID:0110157,0.837928994,0.759112426,0.643284024,0.558136095,0.821301775,0.832189349
DOID:0110158,0.843254438,0.774585799,0.661686391,0.548668639,0.829881657,0.824023669
DOID:0110159,0.804209184,0.742602041,0.618928571,0.549693878,0.796632653,0.854897959
DOID:0110160,0.827908163,0.778010204,0.658367347,0.556147959,0.808086735,0.813571429
DOID:0110161,0.820229592,0.725918367,0.663290816,0.542168367,0.795255102,0.759183673
DOID:0110163,0.861836735,0.708673469,0.61372449,0.554030612,0.802040816,0.800408163
DOID:0110164,0.812066327,0.726326531,0.623647959,0.549846939,0.790280612,0.761913265
DOID:0110165,0.824464286,0.758418367,0.648928571,0.55377551,0.821862245,0.762908163
DOID:0110166,0.846065089,0.758668639,0.640207101,0.549970414,0.816272189,0.828461538
DOID:0110167,0.818609467,0.762011834,0.66056213,0.553195266,0.81204142,0.833254438
DOID:0110168,0.819005102,0.708443878,0.606836735,0.552066327,0.774209184,0.778341837
DOID:0110169,0.839408284,0.763017751,0.659526627,0.553372781,0.818402367,0.839911243
DOID:0110170,0.840118343,0.760739645,0.654970414,0.557248521,0.809289941,0.822071006
DOID:0110173,0.829617347,0.756989796,0.638520408,0.549515306,0.76255102,0.830433673
DOID:0110174,0.841734694,0.774515306,0.632959184,0.547040816,0.824056122,0.843341837
DOID:0110175,0.838047337,0.76260355,0.652662722,0.56091716,0.804585799,0.829763314
DOID:0110177,0.790153061,0.72502551,0.654795918,0.537984694,0.814489796,0.792244898
DOID:0110179,0.895892857,0.815969388,0.723061224,0.558137755,0.87252551,0.831989796
DOID:0110182,0.827869822,0.757130178,0.657928994,0.545266272,0.822189349,0.831390533
DOID:0110183,0.833136095,0.763017751,0.660295858,0.55112426,0.822869822,0.837810651
DOID:0110184,0.827011834,0.760414201,0.654526627,0.551094675,0.812100592,0.836982249
DOID:0110185,0.837633136,0.757366864,0.654467456,0.548609467,0.820769231,0.838431953
DOID:0110186,0.83505102,0.752040816,0.619617347,0.557015306,0.784413265,0.800357143
DOID:0110187,0.827869822,0.768106509,0.663372781,0.544349112,0.811538462,0.834940828
DOID:0110188,0.73,0.807638889,0.844722222,0.780138889,0.737361111,0.611111111
DOID:0110189,0.8494,0.9072,0.874,0.8192,0.8832,0.8104
DOID:0110190,0.827544379,0.76704142,0.658964497,0.557692308,0.811597633,0.830739645
DOID:0110191,0.809362245,0.763443878,0.660382653,0.541352041,0.797704082,0.844795918
DOID:0110192,0.810918367,0.790153061,0.670841837,0.547984694,0.818520408,0.821964286
DOID:0110193,0.831952663,0.760887574,0.650739645,0.55183432,0.814911243,0.832840237
DOID:0110194,0.811862245,0.752244898,0.641096939,0.549285714,0.754489796,0.78627551
DOID:0110195,0.842751479,0.75535503,0.642810651,0.548047337,0.817218935,0.837159763
DOID:0110196,0.875867347,0.761836735,0.668903061,0.549438776,0.815127551,0.830586735
DOID:0110197,0.835357143,0.75622449,0.628979592,0.554362245,0.832193878,0.837831633
DOID:0110198,0.827633136,0.759526627,0.655266272,0.547011834,0.816094675,0.841065089
DOID:0110199,0.776045918,0.77002551,0.668826531,0.559030612,0.798163265,0.812882653
DOID:0110200,0.831094675,0.760266272,0.662130178,0.545207101,0.818254438,0.829704142
DOID:0110202,0.831420118,0.758313609,0.645088757,0.556952663,0.812426036,0.83147929
DOID:0110203,0.833934911,0.761390533,0.663579882,0.556538462,0.805029586,0.836804734
DOID:0110204,0.832933673,0.739489796,0.618928571,0.550790816,0.810739796,0.838035714
DOID:0110205,0.837130178,0.764940828,0.643461538,0.551656805,0.808550296,0.833047337
DOID:0110206,0.84247449,0.742091837,0.648571429,0.56119898,0.818367347,0.834413265
DOID:0110207,0.787091837,0.774795918,0.670867347,0.54994898,0.758188776,0.803316327
DOID:0110208,0.840473373,0.765946746,0.640414201,0.548579882,0.813136095,0.824112426
DOID:0110209,0.832307692,0.763284024,0.660118343,0.547514793,0.808698225,0.841331361
DOID:0110210,0.830739796,0.747806122,0.64369898,0.55375,0.819362245,0.869566327
DOID:0110211,0.827514793,0.768195266,0.657100592,0.54260355,0.811923077,0.825532544
DOID:0110212,0.820484694,0.706071429,0.595484694,0.543316327,0.819540816,0.782704082
DOID:0110213,0.890227273,0.813334194,0.746526343,0.523316116,0.807941632,0.763468492
DOID:0110215,0.8536,0.8926,0.8672,0.8062,0.8816,0.7912
DOID:0110216,0.8464,0.898,0.87,0.8062,0.8756,0.8148
DOID:0110217,0.793333333,0.779722222,0.764166667,0.686111111,0.807222222,0.659583333
DOID:0110218,0.755136719,0.813925781,0.749550781,0.542695313,0.780859375,0.674414063
DOID:0110219,0.754980469,0.81359375,0.750195313,0.53390625,0.786328125,0.675273438
DOID:0110220,0.749316406,0.810175781,0.744882813,0.525898438,0.777792969,0.6828125
DOID:0110221,0.754277344,0.808828125,0.741035156,0.532246094,0.785585938,0.670761719
DOID:0110222,0.753515625,0.807871094,0.73984375,0.53515625,0.776035156,0.680078125
DOID:0110223,0.758359375,0.8046875,0.741308594,0.537148438,0.780761719,0.674140625
DOID:0110224,0.753457031,0.806914063,0.748046875,0.541035156,0.78375,0.675917969
DOID:0110225,0.752246094,0.812128906,0.747988281,0.530742188,0.780664063,0.67546875
DOID:0110226,0.746445313,0.816152344,0.75515625,0.528496094,0.786484375,0.670917969
DOID:0110227,0.902130178,0.875621302,0.762810651,0.749526627,0.823934911,0.874378698
DOID:0110228,0.900473373,0.866775148,0.75316568,0.742130178,0.817573964,0.877662722
DOID:0110229,0.896352041,0.860765306,0.766836735,0.710153061,0.809285714,0.875841837
DOID:0110230,0.902544379,0.868284024,0.752721893,0.746360947,0.816272189,0.862011834
DOID:0110231,0.901005917,0.878047337,0.760384615,0.740295858,0.820295858,0.868224852
DOID:0110232,0.90035503,0.873964497,0.757218935,0.738550296,0.81183432,0.873224852
DOID:0110233,0.902307692,0.875857988,0.759911243,0.740857988,0.826065089,0.876153846
DOID:0110234,0.901715976,0.869911243,0.758757396,0.740029586,0.815029586,0.858076923
DOID:0110235,0.907704082,0.881964286,0.761913265,0.742193878,0.849387755,0.875663265
DOID:0110236,0.899585799,0.874112426,0.753816568,0.751982249,0.823461538,0.877573964
DOID:0110237,0.906071429,0.886530612,0.778979592,0.754744898,0.804362245,0.885459184
DOID:0110238,0.904378698,0.873461538,0.75408284,0.741568047,0.812721893,0.864467456
DOID:0110239,0.90247449,0.90375,0.804464286,0.705637755,0.853903061,0.858061224
DOID:0110240,0.898639053,0.870473373,0.750502959,0.736035503,0.818343195,0.867189349
DOID:0110241,0.863852041,0.870688776,0.745612245,0.694107143,0.797755102,0.815280612
DOID:0110242,0.90112426,0.870443787,0.755739645,0.748579882,0.815384615,0.875502959
DOID:0110243,0.90295858,0.873964497,0.755828402,0.74352071,0.824497041,0.879615385
DOID:0110245,0.901035503,0.870088757,0.755769231,0.743994083,0.824112426,0.872130178
DOID:0110246,0.908698225,0.875414201,0.755384615,0.739467456,0.822071006,0.873550296
DOID:0110248,0.907755556,0.912333333,0.808111111,0.695133333,0.876311111,0.879822222
DOID:0110249,0.899408284,0.877337278,0.755887574,0.744881657,0.828313609,0.879112426
DOID:0110250,0.902781065,0.872426036,0.753461538,0.737514793,0.820266272,0.868639053
DOID:0110251,0.904260355,0.870710059,0.752840237,0.747011834,0.820887574,0.872011834
DOID:0110252,0.902544379,0.873639053,0.752130178,0.741420118,0.828698225,0.879408284
DOID:0110253,0.901449704,0.878076923,0.758579882,0.740769231,0.822455621,0.877189349
DOID:0110254,0.900532544,0.873313609,0.755473373,0.750502959,0.82316568,0.875325444
DOID:0110255,0.889642857,0.858214286,0.778494898,0.752984694,0.804081633,0.866658163
DOID:0110256,0.89852071,0.87183432,0.755414201,0.746597633,0.825088757,0.875384615
DOID:0110257,0.905976331,0.871183432,0.754615385,0.751508876,0.816597633,0.880266272
DOID:0110258,0.905663265,0.886071429,0.764872449,0.74497449,0.831862245,0.876071429
DOID:0110259,0.901656805,0.872485207,0.751005917,0.741301775,0.810857988,0.868372781
DOID:0110260,0.901065089,0.874674556,0.75591716,0.740857988,0.820976331,0.859142012
DOID:0110261,0.899289941,0.87,0.75816568,0.739260355,0.822485207,0.867544379
DOID:0110262,0.898402367,0.871656805,0.753284024,0.747011834,0.811420118,0.87091716
DOID:0110263,0.904378698,0.868224852,0.746272189,0.740295858,0.813402367,0.864792899
DOID:0110264,0.905867347,0.893290816,0.815306122,0.741147959,0.834719388,0.855790816
DOID:0110265,0.884872449,0.834387755,0.738545918,0.703494898,0.818979592,0.849285714
DOID:0110266,0.90035503,0.872751479,0.748905325,0.746893491,0.825325444,0.863047337
DOID:0110267,0.901420118,0.869674556,0.753905325,0.747248521,0.82739645,0.874556213
DOID:0110268,0.904158163,0.884056122,0.771785714,0.744030612,0.850102041,0.871173469
DOID:0110269,0.900650888,0.873343195,0.759319527,0.737810651,0.818491124,0.874704142
DOID:0110270,0.905178571,0.876581633,0.763163265,0.739821429,0.843035714,0.870663265
DOID:0110271,0.905357143,0.885408163,0.760790816,0.761428571,0.830918367,0.86247449
DOID:0110272,0.900443787,0.870828402,0.756893491,0.748727811,0.821331361,0.87464497
DOID:0110273,0.994005102,0.958673469,0.914234694,0.759107143,0.90752551,0.78997449
DOID:0110274,0.992984694,0.954923469,0.90744898,0.753979592,0.910841837,0.780229592
DOID:0110275,0.994260204,0.955357143,0.90752551,0.729056122,0.90630102,0.798469388
DOID:0110276,0.994489796,0.956734694,0.912806122,0.721887755,0.909285714,0.785739796
DOID:0110277,0.994285714,0.958571429,0.912015306,0.742857143,0.91125,0.786479592
DOID:0110278,0.992857143,0.958188776,0.911964286,0.732908163,0.911377551,0.789362245
DOID:0110279,0.992882653,0.957959184,0.910255102,0.74752551,0.905969388,0.775357143
DOID:0110280,0.992602041,0.955918367,0.910535714,0.745255102,0.90627551,0.785663265
DOID:0110281,0.993035714,0.958392857,0.917295918,0.74505102,0.906836735,0.785229592
DOID:0110282,0.994413265,0.958418367,0.914693878,0.741862245,0.913469388,0.781071429
DOID:0110283,0.992959184,0.955688776,0.907091837,0.735841837,0.90752551,0.788596939
DOID:0110284,0.994030612,0.959260204,0.911913265,0.735459184,0.910229592,0.790612245
DOID:0110285,0.993214286,0.955102041,0.915943878,0.737295918,0.90375,0.789311224
DOID:0110287,0.994209184,0.953188776,0.908571429,0.736989796,0.911122449,0.792372449
DOID:0110289,0.959511111,0.953555556,0.901955556,0.757244444,0.914444444,0.806488889
DOID:0110291,0.8446,0.8928,0.874,0.8286,0.8868,0.806
DOID:0110292,0.994336735,0.956734694,0.905,0.748290816,0.90744898,0.785663265
DOID:0110293,0.994132653,0.954030612,0.914438776,0.735586735,0.91005102,0.781658163
DOID:0110294,0.928911111,0.963733333,0.907711111,0.737688889,0.886044444,0.8076
DOID:0110295,0.993265306,0.960535714,0.91380102,0.744030612,0.912678571,0.78505102
DOID:0110296,0.993214286,0.958877551,0.911147959,0.744438776,0.915459184,0.795153061
DOID:0110297,0.929488889,0.950844444,0.895355556,0.708466667,0.858733333,0.736111111
DOID:0110298,0.929022222,0.942177778,0.8978,0.746488889,0.856288889,0.727755556
DOID:0110299,0.993520408,0.959515306,0.900612245,0.737091837,0.911377551,0.783979592
DOID:0110303,0.992678571,0.958647959,0.91622449,0.732244898,0.907704082,0.784770408
DOID:0110304,0.945511111,0.907466667,0.883622222,0.729755556,0.874622222,0.789466667
DOID:0110305,0.97640625,0.959316406,0.874414063,0.742109375,0.879492188,0.778242188
DOID:0110306,0.993239796,0.957704082,0.905,0.745561224,0.91494898,0.792219388
DOID:0110307,0.805625,0.8584375,0.705,0.61609375,0.83828125,0.736875
DOID:0110329,0.953611111,0.901388889,0.891944444,0.741111111,0.805555556,0.823888889
DOID:0110330,0.845,0.8996,0.87,0.824,0.8724,0.7872
DOID:0110331,0.8492,0.8916,0.868,0.8088,0.8736,0.7826
DOID:0110332,0.733333333,0.7825,0.897222222,0.689166667,0.896666667,0.713611111
DOID:0110333,0.829166667,0.883888889,0.713611111,0.739166667,0.834027778,0.879305556
DOID:0110334,0.975833333,0.984722222,0.934722222,0.661388889,0.946944444,0.601944444
DOID:0110335,0.973055556,0.979444444,0.918888889,0.684861111,0.938333333,0.591666667
DOID:0110336,0.971666667,0.987222222,0.945833333,0.691111111,0.950277778,0.595
DOID:0110337,0.975555556,0.984166667,0.955277778,0.666944444,0.934444444,0.607777778
DOID:0110338,0.971666667,0.981944444,0.939444444,0.648888889,0.923055556,0.602638889
DOID:0110339,0.968671875,0.984296875,0.925390625,0.688203125,0.93140625,0.83390625
DOID:0110340,0.969166667,0.979444444,0.935138889,0.692083333,0.935277778,0.609722222
DOID:0110341,0.972222222,0.984166667,0.943333333,0.696666667,0.926388889,0.604166667
DOID:0110342,0.973877551,0.985918367,0.945306122,0.700306122,0.946938776,0.604795918
DOID:0110343,0.976111111,0.985555556,0.938611111,0.69,0.9375,0.60375
DOID:0110344,0.969166667,0.986666667,0.940277778,0.6975,0.938888889,0.596388889
DOID:0110345,0.932040816,0.967959184,0.904795918,0.621938776,0.828163265,0.687857143
DOID:0110346,0.95877551,0.985102041,0.916938776,0.650204082,0.935918367,0.732857143
DOID:0110347,0.974722222,0.985833333,0.929722222,0.687777778,0.935833333,0.607222222
DOID:0110348,0.967777778,0.985277778,0.945694444,0.695,0.937777778,0.606111111
DOID:0110349,0.956938776,0.869795918,0.846530612,0.661020408,0.928571429,0.769591837
DOID:0110350,0.972777778,0.987222222,0.940277778,0.686666667,0.938055556,0.6025
DOID:0110351,0.967755102,0.989387755,0.946938776,0.679285714,0.955918367,0.654693878
DOID:0110352,0.722777778,0.8875,0.842222222,0.766527778,0.789444444,0.682222222
DOID:0110353,0.722916667,0.83,0.8775,0.751388889,0.697777778,0.745
DOID:0110354,0.726944444,0.828055556,0.877777778,0.7,0.764166667,0.661111111
DOID:0110355,0.8452,0.8992,0.8712,0.8116,0.8894,0.7982
DOID:0110356,0.855277778,0.910277778,0.818333333,0.768611111,0.885555556,0.965972222
DOID:0110357,0.913888889,0.904166667,0.851944444,0.711944444,0.820416667,0.793611111
DOID:0110358,0.8452,0.8956,0.8736,0.8324,0.886,0.802
DOID:0110359,0.852777778,0.887222222,0.827222222,0.731666667,0.844722222,0.580555556
DOID:0110360,0.786666667,0.875277778,0.865277778,0.784444444,0.863055556,0.713472222
DOID:0110361,0.852,0.8952,0.8724,0.7984,0.8812,0.8264
DOID:0110362,0.8452,0.898,0.882,0.8028,0.8816,0.7912
DOID:0110363,0.707083333,0.955833333,0.888611111,0.800833333,0.784444444,0.682083333
DOID:0110364,0.8434,0.894,0.8624,0.8168,0.8848,0.806
DOID:0110365,0.849,0.9,0.8744,0.8264,0.8824,0.7854
DOID:0110366,0.770277778,0.88,0.781944444,0.724305556,0.772777778,0.574861111
DOID:0110367,0.846111111,0.901388889,0.801944444,0.688888889,0.859444444,0.656527778
DOID:0110368,0.8536,0.9004,0.8696,0.8272,0.8836,0.7794
DOID:0110369,0.8575,0.856944444,0.823055556,0.783055556,0.875277778,0.663472222
DOID:0110370,0.789166667,0.804861111,0.791944444,0.721111111,0.894166667,0.587777778
DOID:0110371,0.8452,0.8936,0.8744,0.8132,0.8852,0.8128
DOID:0110372,0.96,0.804444444,0.82875,0.666111111,0.885555556,0.615833333
DOID:0110373,0.8408,0.9036,0.872,0.8114,0.8776,0.8128
DOID:0110374,0.8484,0.9012,0.874,0.8368,0.8808,0.7892
DOID:0110375,0.8514,0.8976,0.8692,0.7996,0.8776,0.79
DOID:0110376,0.854,0.896,0.8732,0.8176,0.8884,0.7886
DOID:0110377,0.712222222,0.868333333,0.906666667,0.674166667,0.748888889,0.572638889
DOID:0110378,0.8468,0.8932,0.8692,0.8136,0.8796,0.7896
DOID:0110379,0.8522,0.9036,0.8712,0.8088,0.88,0.8068
DOID:0110380,0.854,0.898,0.8776,0.8372,0.884,0.8018
DOID:0110381,0.8464,0.9004,0.8716,0.8096,0.8736,0.7876
DOID:0110382,0.7175,0.858888889,0.855277778,0.756944444,0.860555556,0.693888889
DOID:0110383,0.883877551,0.904183673,0.908571429,0.750816327,0.853877551,0.569897959
DOID:0110384,0.8408,0.8944,0.876,0.8172,0.8812,0.8088
DOID:0110385,0.8444,0.8994,0.87,0.8096,0.8716,0.7788
DOID:0110386,0.8512,0.9,0.8768,0.8102,0.8868,0.8004
DOID:0110387,0.746388889,0.928888889,0.9,0.790277778,0.8425,0.820972222
DOID:0110388,0.852,0.8956,0.8724,0.8264,0.8832,0.7836
DOID:0110389,0.8496,0.8938,0.8724,0.79,0.8852,0.7628
DOID:0110390,0.771111111,0.838611111,0.868055556,0.792222222,0.810277778,0.553888889
DOID:0110391,0.922222222,0.780277778,0.761944444,0.72875,0.827777778,0.555
DOID:0110392,0.787777778,0.895277778,0.754444444,0.800416667,0.789444444,0.660972222
DOID:0110393,0.746944444,0.882222222,0.848888889,0.671944444,0.757777778,0.710138889
DOID:0110394,0.720833333,0.771944444,0.881666667,0.699722222,0.887777778,0.635416667
DOID:0110395,0.859722222,0.828611111,0.824722222,0.708472222,0.899722222,0.828194444
DOID:0110396,0.742777778,0.791111111,0.860833333,0.693888889,0.86,0.768888889
DOID:0110397,0.731111111,0.884583333,0.781805556,0.742083333,0.853888889,0.569166667
DOID:0110398,0.826111111,0.928055556,0.8825,0.781805556,0.890277778,0.78625
DOID:0110399,0.809444444,0.808888889,0.811111111,0.698888889,0.759722222,0.653611111
DOID:0110400,0.8464,0.8898,0.8688,0.818,0.8824,0.7948
DOID:0110401,0.853611111,0.801388889,0.827777778,0.700833333,0.943888889,0.804444444
DOID:0110402,0.790138889,0.8325,0.831944444,0.737777778,0.788888889,0.670555556
DOID:0110403,0.750277778,0.850277778,0.740833333,0.703888889,0.765277778,0.569722222
DOID:0110404,0.794444444,0.883333333,0.89,0.795277778,0.869444444,0.855555556
DOID:0110405,0.8468,0.8988,0.874,0.826,0.8752,0.7972
DOID:0110406,0.8512,0.892,0.8688,0.8284,0.8736,0.7964
DOID:0110407,0.838055556,0.885,0.852222222,0.682222222,0.776666667,0.625
DOID:0110408,0.8548,0.8986,0.874,0.8202,0.8874,0.8112
DOID:0110409,0.873888889,0.813333333,0.830138889,0.775833333,0.883611111,0.69
